"id","post_id","timestamp","views"
94,2,2024-12-11 14:40:42.340,2477
95,3,2024-12-11 14:40:42.345,2802
96,4,2024-12-11 14:40:42.349,2815
97,5,2024-12-11 14:40:42.356,3384
98,6,2024-12-11 14:40:42.360,3734
99,7,2024-12-11 14:40:42.364,3061
100,8,2024-12-11 14:40:42.368,3412
101,9,2024-12-11 14:40:42.373,3297
102,10,2024-12-11 14:40:42.376,3842
1583,1,2024-12-12 22:25:24.324,1230
1584,2,2024-12-12 22:25:24.335,2567
1585,3,2024-12-12 22:25:24.346,2863
1586,4,2024-12-12 22:25:24.354,2867
1587,5,2024-12-12 22:25:24.362,3404
1588,6,2024-12-12 22:25:24.368,3753
1589,7,2024-12-12 22:25:24.375,3079
1590,8,2024-12-12 22:25:24.383,3439
1591,9,2024-12-12 22:25:24.389,3308
1592,10,2024-12-12 22:25:24.394,3853
113,113,2024-12-11 14:40:43.318,3434
114,114,2024-12-11 14:40:43.326,4826
115,115,2024-12-11 14:40:43.328,6203
116,116,2024-12-11 14:40:43.331,6888
117,117,2024-12-11 14:40:43.334,5920
118,118,2024-12-11 14:40:43.335,6236
119,119,2024-12-11 14:40:43.336,6498
120,120,2024-12-11 14:40:43.337,6471
121,121,2024-12-11 14:40:43.338,5657
122,122,2024-12-11 14:40:43.339,5569
123,123,2024-12-11 14:40:43.864,3064
124,53,2024-12-11 14:40:43.866,6579
125,11,2024-12-11 14:40:43.870,6411
126,12,2024-12-11 14:40:43.872,6583
127,13,2024-12-11 14:40:43.876,12521
128,14,2024-12-11 14:40:43.878,14545
129,15,2024-12-11 14:40:43.880,14800
130,16,2024-12-11 14:40:43.882,14299
131,17,2024-12-11 14:40:43.885,13764
132,18,2024-12-11 14:40:43.887,13655
133,1,2024-12-11 16:18:21.324,1108
134,2,2024-12-11 16:18:21.353,2487
135,3,2024-12-11 16:18:21.358,2811
136,4,2024-12-11 16:18:21.364,2821
137,5,2024-12-11 16:18:21.371,3385
138,6,2024-12-11 16:18:21.376,3735
139,7,2024-12-11 16:18:21.380,3062
140,8,2024-12-11 16:18:21.386,3413
141,9,2024-12-11 16:18:21.391,3299
142,10,2024-12-11 16:18:21.394,3843
1593,663,2024-12-12 22:25:24.402,3076
1594,664,2024-12-12 22:25:24.408,2578
1595,665,2024-12-12 22:25:24.416,3749
1596,666,2024-12-12 22:25:24.424,3167
1597,667,2024-12-12 22:25:24.433,3695
1598,668,2024-12-12 22:25:24.438,3142
1599,669,2024-12-12 22:25:24.442,4153
1600,670,2024-12-12 22:25:24.452,2663
1601,671,2024-12-12 22:25:24.460,2965
1602,672,2024-12-12 22:25:24.468,3518
153,113,2024-12-11 16:18:22.291,3478
154,114,2024-12-11 16:18:22.312,4850
155,115,2024-12-11 16:18:22.315,6225
156,116,2024-12-11 16:18:22.317,6912
157,117,2024-12-11 16:18:22.319,5935
158,118,2024-12-11 16:18:22.321,6247
159,119,2024-12-11 16:18:22.323,6510
160,120,2024-12-11 16:18:22.323,6483
161,121,2024-12-11 16:18:22.324,5666
162,122,2024-12-11 16:18:22.325,5578
163,123,2024-12-11 16:18:22.943,3281
164,53,2024-12-11 16:18:22.946,8040
165,11,2024-12-11 16:18:22.949,7771
166,12,2024-12-11 16:18:22.951,7885
167,13,2024-12-11 16:18:22.976,12548
168,14,2024-12-11 16:18:22.979,14567
169,15,2024-12-11 16:18:22.980,14823
170,16,2024-12-11 16:18:22.983,14326
171,17,2024-12-11 16:18:22.986,13782
172,18,2024-12-11 16:18:22.988,13666
173,1,2024-12-11 16:25:02.936,1108
174,2,2024-12-11 16:25:02.947,2487
175,3,2024-12-11 16:25:02.971,2811
176,4,2024-12-11 16:25:02.976,2821
177,5,2024-12-11 16:25:02.989,3385
178,6,2024-12-11 16:25:02.996,3735
179,7,2024-12-11 16:25:03.000,3062
180,8,2024-12-11 16:25:03.005,3413
181,9,2024-12-11 16:25:03.010,3299
182,10,2024-12-11 16:25:03.013,3843
1603,673,2024-12-12 22:25:24.475,2938
1604,674,2024-12-12 22:25:24.482,2979
1605,675,2024-12-12 22:25:24.489,3627
1606,676,2024-12-12 22:25:24.497,3469
1607,677,2024-12-12 22:25:24.504,3191
1608,678,2024-12-12 22:25:24.512,3155
1609,679,2024-12-12 22:25:24.518,3635
1610,680,2024-12-12 22:25:24.528,4084
1611,681,2024-12-12 22:25:24.542,3809
1612,682,2024-12-12 22:25:24.548,3362
193,113,2024-12-11 16:25:03.474,3481
194,114,2024-12-11 16:25:03.477,4853
195,115,2024-12-11 16:25:03.479,6228
196,116,2024-12-11 16:25:03.481,6915
197,117,2024-12-11 16:25:03.483,5938
198,118,2024-12-11 16:25:03.484,6249
199,119,2024-12-11 16:25:03.485,6512
200,120,2024-12-11 16:25:03.487,6485
201,121,2024-12-11 16:25:03.489,5667
202,122,2024-12-11 16:25:03.490,5580
203,123,2024-12-11 16:25:03.751,3292
204,53,2024-12-11 16:25:03.753,8173
205,11,2024-12-11 16:25:03.757,7858
206,12,2024-12-11 16:25:03.759,8019
207,13,2024-12-11 16:25:03.762,12549
208,14,2024-12-11 16:25:03.765,14570
209,15,2024-12-11 16:25:03.767,14825
210,16,2024-12-11 16:25:03.770,14328
211,17,2024-12-11 16:25:03.772,13784
212,18,2024-12-11 16:25:03.775,13667
213,1,2024-12-12 11:19:23.140,1179
214,2,2024-12-12 11:19:23.161,2534
215,3,2024-12-12 11:19:23.166,2844
216,4,2024-12-12 11:19:23.172,2851
217,5,2024-12-12 11:19:23.179,3397
218,6,2024-12-12 11:19:23.184,3743
219,7,2024-12-12 11:19:23.189,3071
220,8,2024-12-12 11:19:23.195,3429
221,9,2024-12-12 11:19:23.200,3305
222,10,2024-12-12 11:19:23.204,3850
1613,683,2024-12-12 22:25:24.557,3528
1614,684,2024-12-12 22:25:24.576,3409
1615,685,2024-12-12 22:25:24.593,3846
1616,686,2024-12-12 22:25:24.605,3625
1617,687,2024-12-12 22:25:24.619,3251
1618,688,2024-12-12 22:25:24.632,3697
1619,689,2024-12-12 22:25:24.643,3380
1620,690,2024-12-12 22:25:24.665,3597
1621,691,2024-12-12 22:25:24.675,3619
1622,692,2024-12-12 22:25:24.678,3777
233,233,2024-12-12 11:19:23.710,2982
234,113,2024-12-12 11:19:23.714,4310
235,114,2024-12-12 11:19:23.717,5738
236,115,2024-12-12 11:19:23.720,6878
237,116,2024-12-12 11:19:23.723,7452
238,117,2024-12-12 11:19:23.725,6165
239,118,2024-12-12 11:19:23.728,6441
240,119,2024-12-12 11:19:23.729,6894
241,120,2024-12-12 11:19:23.730,6721
242,121,2024-12-12 11:19:23.731,5831
243,243,2024-12-12 11:19:23.983,2074
244,123,2024-12-12 11:19:23.986,5163
245,53,2024-12-12 11:19:23.988,12346
246,11,2024-12-12 11:19:23.991,11745
247,12,2024-12-12 11:19:23.994,12000
248,13,2024-12-12 11:19:23.997,12680
249,14,2024-12-12 11:19:24.000,14703
250,15,2024-12-12 11:19:24.001,15015
251,16,2024-12-12 11:19:24.004,14465
252,17,2024-12-12 11:19:24.006,13879
253,1,2024-12-12 13:40:25.002,1191
254,2,2024-12-12 13:40:25.017,2542
255,3,2024-12-12 13:40:25.023,2848
256,4,2024-12-12 13:40:25.028,2855
257,5,2024-12-12 13:40:25.035,3400
258,6,2024-12-12 13:40:25.039,3746
259,7,2024-12-12 13:40:25.043,3074
260,8,2024-12-12 13:40:25.049,3431
261,9,2024-12-12 13:40:25.055,3306
262,10,2024-12-12 13:40:25.059,3851
1623,693,2024-12-12 22:25:24.683,3462
1624,694,2024-12-12 22:25:24.687,3730
1625,695,2024-12-12 22:25:24.690,3961
1626,696,2024-12-12 22:25:24.693,3722
1627,697,2024-12-12 22:25:24.700,3872
1628,698,2024-12-12 22:25:24.707,2773
1629,1629,2024-12-12 22:25:24.711,3039
1630,1630,2024-12-12 22:25:24.717,3152
1631,1631,2024-12-12 22:25:24.720,2904
1632,1632,2024-12-12 22:25:24.722,3148
273,233,2024-12-12 13:40:25.706,3076
274,113,2024-12-12 13:40:25.709,4354
275,114,2024-12-12 13:40:25.711,5777
276,115,2024-12-12 13:40:25.714,6904
277,116,2024-12-12 13:40:25.716,7477
278,117,2024-12-12 13:40:25.719,6178
279,118,2024-12-12 13:40:25.721,6449
280,119,2024-12-12 13:40:25.721,6907
281,120,2024-12-12 13:40:25.722,6731
282,121,2024-12-12 13:40:25.723,5841
283,243,2024-12-12 13:40:26.102,2552
284,123,2024-12-12 13:40:26.104,6898
285,53,2024-12-12 13:40:26.107,12387
286,11,2024-12-12 13:40:26.110,11779
287,12,2024-12-12 13:40:26.112,12023
288,13,2024-12-12 13:40:26.116,12692
289,14,2024-12-12 13:40:26.119,14727
290,15,2024-12-12 13:40:26.121,15057
291,16,2024-12-12 13:40:26.124,14480
292,17,2024-12-12 13:40:26.127,13891
293,1,2024-12-12 17:21:28.489,1210
294,2,2024-12-12 17:21:28.494,2554
295,3,2024-12-12 17:21:28.496,2853
296,4,2024-12-12 17:21:28.499,2861
297,5,2024-12-12 17:21:28.501,3402
298,6,2024-12-12 17:21:28.503,3750
299,7,2024-12-12 17:21:28.505,3076
300,8,2024-12-12 17:21:28.508,3434
301,9,2024-12-12 17:21:28.509,3307
302,10,2024-12-12 17:21:28.512,3852
1633,1633,2024-12-12 22:25:24.731,3974
1634,1634,2024-12-12 22:25:24.738,6194
1635,1635,2024-12-12 22:25:24.746,5563
1636,1636,2024-12-12 22:25:24.751,4489
1637,1637,2024-12-12 22:25:24.762,4631
1638,1638,2024-12-12 22:25:24.770,4055
1639,1639,2024-12-12 22:25:24.778,3891
1640,1640,2024-12-12 22:25:24.786,3765
1641,1641,2024-12-12 22:25:24.792,3806
1642,1642,2024-12-12 22:25:24.800,4254
313,313,2024-12-12 17:21:29.229,1898
314,314,2024-12-12 17:21:29.231,2395
315,233,2024-12-12 17:21:29.232,3772
316,113,2024-12-12 17:21:29.233,4747
317,114,2024-12-12 17:21:29.235,6185
318,115,2024-12-12 17:21:29.235,7220
319,116,2024-12-12 17:21:29.236,7724
320,117,2024-12-12 17:21:29.237,6421
321,118,2024-12-12 17:21:29.238,6726
322,119,2024-12-12 17:21:29.239,7096
323,243,2024-12-12 17:21:29.760,2919
324,123,2024-12-12 17:21:29.762,9874
325,53,2024-12-12 17:21:29.763,12432
326,11,2024-12-12 17:21:29.765,11823
327,12,2024-12-12 17:21:29.766,12051
328,13,2024-12-12 17:21:29.768,12714
329,14,2024-12-12 17:21:29.769,14751
330,15,2024-12-12 17:21:29.772,15096
331,16,2024-12-12 17:21:29.773,14491
332,17,2024-12-12 17:21:29.775,13901
333,1,2024-12-12 17:42:10.445,1210
334,2,2024-12-12 17:42:10.449,2554
335,3,2024-12-12 17:42:10.451,2853
336,4,2024-12-12 17:42:10.453,2861
337,5,2024-12-12 17:42:10.456,3402
338,6,2024-12-12 17:42:10.458,3750
339,7,2024-12-12 17:42:10.460,3076
340,8,2024-12-12 17:42:10.462,3434
341,9,2024-12-12 17:42:10.464,3307
342,10,2024-12-12 17:42:10.465,3852
1643,1643,2024-12-12 22:25:24.806,4159
1644,1644,2024-12-12 22:25:24.810,5012
1645,1645,2024-12-12 22:25:24.814,4237
1646,1646,2024-12-12 22:25:24.821,2700
1647,1647,2024-12-12 22:25:24.832,4883
1648,1648,2024-12-12 22:25:24.837,3466
1649,1649,2024-12-12 22:25:24.841,3791
1650,1650,2024-12-12 22:25:24.850,5055
1651,1651,2024-12-12 22:25:24.857,2930
1652,1652,2024-12-12 22:25:24.864,2731
353,313,2024-12-12 17:42:11.536,2017
354,314,2024-12-12 17:42:11.538,2485
355,233,2024-12-12 17:42:11.539,3793
356,113,2024-12-12 17:42:11.540,4758
357,114,2024-12-12 17:42:11.542,6202
358,115,2024-12-12 17:42:11.543,7232
359,116,2024-12-12 17:42:11.545,7734
360,117,2024-12-12 17:42:11.546,6430
361,118,2024-12-12 17:42:11.548,6737
362,119,2024-12-12 17:42:11.548,7106
363,243,2024-12-12 17:42:11.852,2932
364,123,2024-12-12 17:42:11.854,10198
365,53,2024-12-12 17:42:11.855,12433
366,11,2024-12-12 17:42:11.857,11824
367,12,2024-12-12 17:42:11.859,12052
368,13,2024-12-12 17:42:11.860,12715
369,14,2024-12-12 17:42:11.862,14752
370,15,2024-12-12 17:42:11.862,15097
371,16,2024-12-12 17:42:11.865,14492
372,17,2024-12-12 17:42:11.866,13902
373,1,2024-12-12 17:55:37.888,1211
374,2,2024-12-12 17:55:37.903,2555
375,3,2024-12-12 17:55:37.909,2854
376,4,2024-12-12 17:55:37.913,2861
377,5,2024-12-12 17:55:37.921,3402
378,6,2024-12-12 17:55:37.927,3750
379,7,2024-12-12 17:55:37.931,3077
380,8,2024-12-12 17:55:37.938,3435
381,9,2024-12-12 17:55:37.945,3308
382,10,2024-12-12 17:55:37.949,3853
1653,1653,2024-12-12 22:25:24.870,3209
1654,1654,2024-12-12 22:25:24.877,2989
1655,1655,2024-12-12 22:25:24.880,2646
1656,1656,2024-12-12 22:25:24.885,2522
1657,1657,2024-12-12 22:25:24.911,2667
1658,1658,2024-12-12 22:25:24.916,2710
1659,1659,2024-12-12 22:25:24.923,2910
1660,1660,2024-12-12 22:25:24.925,2806
1661,1661,2024-12-12 22:25:24.928,2704
1662,1662,2024-12-12 22:25:24.937,2894
393,313,2024-12-12 17:55:38.569,2075
394,314,2024-12-12 17:55:38.591,2534
395,233,2024-12-12 17:55:38.595,3806
396,113,2024-12-12 17:55:38.597,4763
397,114,2024-12-12 17:55:38.600,6213
398,115,2024-12-12 17:55:38.603,7238
399,116,2024-12-12 17:55:38.605,7743
400,117,2024-12-12 17:55:38.607,6434
401,118,2024-12-12 17:55:38.609,6742
402,119,2024-12-12 17:55:38.610,7112
403,243,2024-12-12 17:55:38.946,2950
404,123,2024-12-12 17:55:38.950,10413
405,53,2024-12-12 17:55:38.952,12434
406,11,2024-12-12 17:55:38.955,11826
407,12,2024-12-12 17:55:38.958,12054
408,13,2024-12-12 17:55:38.962,12717
409,14,2024-12-12 17:55:38.966,14757
410,15,2024-12-12 17:55:38.968,15100
411,16,2024-12-12 17:55:38.971,14494
412,17,2024-12-12 17:55:38.974,13903
413,1,2024-12-12 20:52:33.972,1225
414,2,2024-12-12 20:52:33.984,2564
415,3,2024-12-12 20:52:33.989,2860
416,4,2024-12-12 20:52:33.994,2865
417,5,2024-12-12 20:52:34.001,3404
418,6,2024-12-12 20:52:34.007,3753
419,7,2024-12-12 20:52:34.012,3079
420,8,2024-12-12 20:52:34.019,3437
421,9,2024-12-12 20:52:34.026,3308
422,10,2024-12-12 20:52:34.029,3853
1663,1663,2024-12-12 22:25:24.944,2584
1664,1664,2024-12-12 22:25:24.951,2198
1665,1665,2024-12-12 22:25:24.960,2409
1666,1666,2024-12-12 22:25:24.967,2403
1667,1667,2024-12-12 22:25:24.975,2427
1668,1668,2024-12-12 22:25:24.983,2547
1669,1669,2024-12-12 22:25:24.987,2283
1670,1670,2024-12-12 22:25:24.991,2448
1671,1671,2024-12-12 22:25:25.000,2141
1672,1672,2024-12-12 22:25:25.007,1986
433,313,2024-12-12 20:52:36.586,2554
434,314,2024-12-12 20:52:36.589,2906
435,233,2024-12-12 20:52:36.592,3912
436,113,2024-12-12 20:52:36.595,4830
437,114,2024-12-12 20:52:36.597,6286
438,115,2024-12-12 20:52:36.599,7291
439,116,2024-12-12 20:52:36.602,7782
440,117,2024-12-12 20:52:36.603,6483
441,118,2024-12-12 20:52:36.605,6799
442,119,2024-12-12 20:52:36.606,7149
443,243,2024-12-12 20:52:36.938,3155
444,123,2024-12-12 20:52:36.941,11559
445,53,2024-12-12 20:52:36.943,12473
446,11,2024-12-12 20:52:36.948,11855
447,12,2024-12-12 20:52:36.951,12080
448,13,2024-12-12 20:52:36.954,12746
449,14,2024-12-12 20:52:36.957,14778
450,15,2024-12-12 20:52:36.958,15125
451,16,2024-12-12 20:52:36.962,14507
452,17,2024-12-12 20:52:36.965,13918
453,1,2024-12-12 20:57:05.589,1226
454,2,2024-12-12 20:57:05.600,2564
455,3,2024-12-12 20:57:05.606,2860
456,4,2024-12-12 20:57:05.611,2865
457,5,2024-12-12 20:57:05.619,3404
458,6,2024-12-12 20:57:05.623,3753
459,7,2024-12-12 20:57:05.628,3079
460,8,2024-12-12 20:57:05.636,3437
461,9,2024-12-12 20:57:05.642,3308
462,10,2024-12-12 20:57:05.645,3853
1673,1673,2024-12-12 22:25:25.015,2150
1674,1674,2024-12-12 22:25:25.019,2368
1675,1675,2024-12-12 22:25:25.030,2305
1676,1676,2024-12-12 22:25:25.043,2415
1677,1677,2024-12-12 22:25:25.055,3514
1678,1678,2024-12-12 22:25:25.061,3263
1679,513,2024-12-12 22:25:25.969,530
1680,514,2024-12-12 22:25:25.976,727
1681,515,2024-12-12 22:25:25.982,785
473,313,2024-12-12 20:57:06.607,2561
474,314,2024-12-12 20:57:06.610,2915
475,233,2024-12-12 20:57:06.613,3915
476,113,2024-12-12 20:57:06.616,4831
477,114,2024-12-12 20:57:06.618,6286
478,115,2024-12-12 20:57:06.620,7291
479,116,2024-12-12 20:57:06.623,7782
480,117,2024-12-12 20:57:06.625,6483
481,118,2024-12-12 20:57:06.627,6800
482,119,2024-12-12 20:57:06.628,7149
483,243,2024-12-12 20:57:06.968,3156
484,123,2024-12-12 20:57:06.971,11559
485,53,2024-12-12 20:57:06.973,12473
486,11,2024-12-12 20:57:06.980,11855
487,12,2024-12-12 20:57:06.982,12081
488,13,2024-12-12 20:57:06.986,12746
489,14,2024-12-12 20:57:06.989,14779
490,15,2024-12-12 20:57:06.991,15126
491,16,2024-12-12 20:57:06.994,14507
492,17,2024-12-12 20:57:06.997,13918
493,493,2024-12-12 20:57:07.374,2026
494,494,2024-12-12 20:57:07.378,3145
495,495,2024-12-12 20:57:07.383,4764
496,73,2024-12-12 20:57:07.387,4207
497,74,2024-12-12 20:57:07.391,4317
498,75,2024-12-12 20:57:07.395,4864
499,76,2024-12-12 20:57:07.397,5440
500,77,2024-12-12 20:57:07.401,6612
501,78,2024-12-12 20:57:07.404,6483
502,79,2024-12-12 20:57:07.409,6570
503,1,2024-12-12 21:08:43.632,1227
504,2,2024-12-12 21:08:43.641,2564
505,3,2024-12-12 21:08:43.646,2860
506,4,2024-12-12 21:08:43.650,2865
507,5,2024-12-12 21:08:43.656,3404
508,6,2024-12-12 21:08:43.661,3753
509,7,2024-12-12 21:08:43.665,3079
510,8,2024-12-12 21:08:43.673,3437
511,9,2024-12-12 21:08:43.679,3308
512,10,2024-12-12 21:08:43.683,3853
513,513,2024-12-12 21:08:44.221,522
514,514,2024-12-12 21:08:44.281,722
515,515,2024-12-12 21:08:44.289,780
516,516,2024-12-12 21:08:44.295,878
517,517,2024-12-12 21:08:44.298,874
518,518,2024-12-12 21:08:44.301,876
519,519,2024-12-12 21:08:44.303,857
520,520,2024-12-12 21:08:44.306,824
521,521,2024-12-12 21:08:44.310,827
522,522,2024-12-12 21:08:44.313,813
523,313,2024-12-12 21:08:44.678,2584
524,314,2024-12-12 21:08:44.681,2933
525,233,2024-12-12 21:08:44.685,3921
526,113,2024-12-12 21:08:44.688,4835
527,114,2024-12-12 21:08:44.690,6290
528,115,2024-12-12 21:08:44.694,7295
529,116,2024-12-12 21:08:44.697,7784
530,117,2024-12-12 21:08:44.698,6485
531,118,2024-12-12 21:08:44.702,6803
532,119,2024-12-12 21:08:44.703,7151
533,243,2024-12-12 21:08:45.062,3165
534,123,2024-12-12 21:08:45.066,11564
535,53,2024-12-12 21:08:45.068,12474
536,11,2024-12-12 21:08:45.071,11856
537,12,2024-12-12 21:08:45.074,12083
538,13,2024-12-12 21:08:45.078,12747
539,14,2024-12-12 21:08:45.082,14779
540,15,2024-12-12 21:08:45.083,15127
541,16,2024-12-12 21:08:45.087,14507
542,17,2024-12-12 21:08:45.089,13919
543,493,2024-12-12 21:08:45.414,2048
544,494,2024-12-12 21:08:45.417,3154
545,495,2024-12-12 21:08:45.422,4775
546,73,2024-12-12 21:08:45.425,4212
547,74,2024-12-12 21:08:45.430,4322
548,75,2024-12-12 21:08:45.434,4868
549,76,2024-12-12 21:08:45.437,5443
550,77,2024-12-12 21:08:45.440,6615
551,78,2024-12-12 21:08:45.444,6487
552,79,2024-12-12 21:08:45.448,6572
553,1,2024-12-12 21:38:31.927,1230
554,2,2024-12-12 21:38:31.939,2567
555,3,2024-12-12 21:38:31.944,2863
556,4,2024-12-12 21:38:31.950,2867
557,5,2024-12-12 21:38:31.957,3404
558,6,2024-12-12 21:38:31.963,3753
559,7,2024-12-12 21:38:31.967,3079
560,8,2024-12-12 21:38:31.973,3439
561,9,2024-12-12 21:38:31.979,3308
562,10,2024-12-12 21:38:31.982,3853
563,513,2024-12-12 21:38:32.332,522
564,514,2024-12-12 21:38:32.335,722
565,515,2024-12-12 21:38:32.338,780
566,516,2024-12-12 21:38:32.341,878
567,517,2024-12-12 21:38:32.342,874
568,518,2024-12-12 21:38:32.343,876
569,519,2024-12-12 21:38:32.344,857
570,520,2024-12-12 21:38:32.345,824
571,521,2024-12-12 21:38:32.346,827
572,522,2024-12-12 21:38:32.346,813
573,313,2024-12-12 21:38:33.590,2645
574,314,2024-12-12 21:38:33.594,2985
575,233,2024-12-12 21:38:33.597,3943
576,113,2024-12-12 21:38:33.600,4843
577,114,2024-12-12 21:38:33.602,6298
578,115,2024-12-12 21:38:33.605,7300
579,116,2024-12-12 21:38:33.608,7788
580,117,2024-12-12 21:38:33.610,6489
581,118,2024-12-12 21:38:33.612,6813
582,119,2024-12-12 21:38:33.614,7159
583,243,2024-12-12 21:38:34.146,3179
584,123,2024-12-12 21:38:34.150,11572
585,53,2024-12-12 21:38:34.152,12476
586,11,2024-12-12 21:38:34.157,11857
587,12,2024-12-12 21:38:34.160,12084
588,13,2024-12-12 21:38:34.164,12751
589,14,2024-12-12 21:38:34.167,14783
590,15,2024-12-12 21:38:34.169,15132
591,16,2024-12-12 21:38:34.172,14512
592,17,2024-12-12 21:38:34.175,13925
593,493,2024-12-12 21:38:34.985,2095
594,494,2024-12-12 21:38:34.989,3170
595,495,2024-12-12 21:38:34.994,4786
596,73,2024-12-12 21:38:34.998,4215
597,74,2024-12-12 21:38:35.002,4326
598,75,2024-12-12 21:38:35.006,4873
599,76,2024-12-12 21:38:35.009,5450
600,77,2024-12-12 21:38:35.013,6620
601,78,2024-12-12 21:38:35.017,6491
602,79,2024-12-12 21:38:35.021,6575
603,1,2024-12-12 21:41:29.504,1230
604,2,2024-12-12 21:41:29.521,2567
605,3,2024-12-12 21:41:29.532,2863
606,4,2024-12-12 21:41:29.539,2867
607,5,2024-12-12 21:41:29.550,3404
608,6,2024-12-12 21:41:29.558,3753
609,7,2024-12-12 21:41:29.563,3079
610,8,2024-12-12 21:41:29.573,3439
611,9,2024-12-12 21:41:29.580,3308
612,10,2024-12-12 21:41:29.586,3853
613,513,2024-12-12 21:41:30.161,522
614,514,2024-12-12 21:41:30.168,722
615,515,2024-12-12 21:41:30.176,780
616,516,2024-12-12 21:41:30.179,878
617,517,2024-12-12 21:41:30.183,874
618,518,2024-12-12 21:41:30.185,876
619,519,2024-12-12 21:41:30.186,857
620,520,2024-12-12 21:41:30.187,824
621,521,2024-12-12 21:41:30.188,827
622,522,2024-12-12 21:41:30.194,813
623,313,2024-12-12 21:41:30.655,2646
624,314,2024-12-12 21:41:30.662,2986
625,233,2024-12-12 21:41:30.666,3943
626,113,2024-12-12 21:41:30.670,4843
627,114,2024-12-12 21:41:30.672,6298
628,115,2024-12-12 21:41:30.676,7300
629,116,2024-12-12 21:41:30.685,7789
630,117,2024-12-12 21:41:30.688,6490
